文件名,下载地址
《中级职称》2025直播高频考点精讲《会计实务》（一阶段）（刘小英）——————第六讲：第三章 固定资产（三）_高清,http://cd12-ccd1-3.play.bokecc.com/flvs/606E693D99DE632E/2025-04-09/CBCD0D67F94D55ED3F35109F9F77F2A8-20.m3u8?t=1756304657&key=9CFF72E4DCDBDA329682B048F4CC21C4&tpl=10&tpt=112
《中级职称》2025直播高频考点精讲《会计实务》（一阶段）（刘小英）——————第六讲：第三章 固定资产（三）_清晰,http://cd12-ccd1-3.play.bokecc.com/flvs/606E693D99DE632E/2025-04-09/CBCD0D67F94D55ED3F35109F9F77F2A8-10.m3u8?t=1756304657&key=15E513DF57F006456FCA57027BCCE0FA&tpl=10&tpt=112
